,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
403,Data Scientist (Remote),"$154,000 /yr (est.)",Data Scientist (Remote),3.5,Yelp,Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
404,Data Scientist,"$99,885 /yr (est.)",Data Scientist,2.2,Source Enterprises,"New York, NY","New York, NY",-1,-1,-1,-1,-1,-1,-1
405,Data Science Associate (Remote),"$59,834 /yr (est.)",Data Science Associate (Remote),5.0,pulseData,"New York, NY","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
406,decision scientist (multiple openings) - Remote,"$77,487 /yr (est.)",decision scientist (multiple openings) - Remote,3.8,Starbucks,"Seattle, WA","Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),-1
407,Associate Data Scientist,"$108,513 /yr (est.)",Associate Data Scientist,3.8,T. Rowe Price,"New York, NY","New York, NY",5001 to 10000 Employees,1937,Company - Public,Investment & Asset Management,Financial Services,$2 to $5 billion (USD),-1
408,Web3 Wallet Data Scientist,$70.00 /hr (est.),Web3 Wallet Data Scientist,4.2,Layer3,Remote,Remote,51 to 200 Employees,2005,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1
409,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
410,Data Scientist,"$119,232 /yr (est.)",Data Scientist,4.1,Nike,"New York, NY","New York, NY",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1
411,Data Scientist,"$111,264 /yr (est.)",Data Scientist,3.0,CVS Health,"New York, NY","New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1
412,Junior Data Scientist,-1,Junior Data Scientist,3.5,Roq.ad GmbH,Resolution,Resolution,-1,-1,-1,-1,-1,-1,-1
413,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.2,RAC Brands,"Draper, UT","Draper, UT",10000+ Employees,1986,Company - Public,Consumer Electronics & Appliances Stores,Retail & Wholesale,$2 to $5 billion (USD),-1
414,Data Scientist,-1,Data Scientist,5.0,Flipside Crypto,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
415,Data Scientist,"$115,000 /yr (est.)",Data Scientist,-1,"3G Federal Solutions, LLC",Remote,Remote,-1,-1,-1,-1,-1,-1,-1
416,Jr. Data Scientist,"$131,020 /yr (est.)",Jr. Data Scientist,5.0,Aroopa,"San Francisco, CA","San Francisco, CA",-1,-1,-1,-1,-1,-1,-1
417,Data Scientist,$75.00 /hr (est.),Data Scientist,-1,Mint-Technologies,"Richmond, VA","Richmond, VA",-1,-1,-1,-1,-1,-1,-1
418,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1
419,Decision Scientist,"$91,614 /yr (est.)",Decision Scientist,3.9,The Walt Disney Company (Corporate),"Orlando, FL","Orlando, FL",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),-1
420,Data Scientist or Statistician,"$93,500 /yr (est.)",Data Scientist or Statistician,3.9,UT Southwestern Medical Center,Remote,Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),-1
421,Jr. Data Scientist,"$72,500 /yr (est.)",Jr. Data Scientist,-1,Net2Aspire,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
422,Junior Data Scientist,"$100,000 /yr (est.)",Junior Data Scientist,-1,Talentheed Inc,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
423,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.7,Acima,"Draper, UT","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1
424,"Data Scientist, Personalization","$112,574 /yr (est.)","Data Scientist, Personalization",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
425,Data Scientist (Junior),"$100,000 /yr (est.)",Data Scientist (Junior),1.4,BDSA,"Louisville, CO","Louisville, CO",-1,-1,-1,-1,-1,-1,-1
426,Junior Data Scientist,"$57,500 /yr (est.)",Junior Data Scientist,4.3,Augray,"Brookfield, WI","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
427,Sports Data Scientist,-1,Sports Data Scientist,-1,MOORvision,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
428,Data Science & Analytics,"$97,146 /yr (est.)",Data Science & Analytics,5.0,Digital Trike,"South Jordan, UT","South Jordan, UT",-1,-1,-1,-1,-1,-1,-1
429,(Junior / Senior) Data Scientist - Sports Analytics,"$112,500 /yr (est.)",(Junior / Senior) Data Scientist - Sports Analytics,-1,Zelus Analytics,"Austin, TX","Austin, TX",-1,-1,-1,-1,-1,-1,-1
430,Student Employee - Data Science,"$83,007 /yr (est.)",Student Employee - Data Science,5.0,Electric Power Research Institute,"Charlotte, NC","Charlotte, NC",-1,-1,-1,-1,-1,-1,-1
431,"Senior or Staff Data Scientist, Spotify Advertising","$144,096 /yr (est.)","Senior or Staff Data Scientist, Spotify Advertising",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
432,Data Scientist (Entry Level),"$79,054 /yr (est.)",Data Scientist (Entry Level),4.4,Revenue Analytics,"Atlanta, GA","Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
433,Data Scientist (Remote),"$154,000 /yr (est.)",Data Scientist (Remote),3.5,Yelp,Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
434,decision scientist (multiple openings) - Remote,"$77,487 /yr (est.)",decision scientist (multiple openings) - Remote,3.8,Starbucks,"Seattle, WA","Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),-1
435,Data Science Associate (Remote),"$59,834 /yr (est.)",Data Science Associate (Remote),5.0,pulseData,"New York, NY","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
436,Web3 Wallet Data Scientist,$70.00 /hr (est.),Web3 Wallet Data Scientist,4.2,Layer3,Remote,Remote,51 to 200 Employees,2005,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1
437,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
438,Associate Data Scientist,"$108,513 /yr (est.)",Associate Data Scientist,3.8,T. Rowe Price,"New York, NY","New York, NY",5001 to 10000 Employees,1937,Company - Public,Investment & Asset Management,Financial Services,$2 to $5 billion (USD),-1
439,Data Scientist,"$99,885 /yr (est.)",Data Scientist,2.2,Source Enterprises,"New York, NY","New York, NY",-1,-1,-1,-1,-1,-1,-1
440,Data Scientist,"$119,232 /yr (est.)",Data Scientist,4.1,Nike,"New York, NY","New York, NY",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1
441,Data Scientist,"$111,264 /yr (est.)",Data Scientist,3.0,CVS Health,"New York, NY","New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1
442,Jr. Data Scientist,"$131,020 /yr (est.)",Jr. Data Scientist,5.0,Aroopa,"San Francisco, CA","San Francisco, CA",-1,-1,-1,-1,-1,-1,-1
443,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1
444,Junior Data Scientist,-1,Junior Data Scientist,3.5,Roq.ad GmbH,Resolution,Resolution,-1,-1,-1,-1,-1,-1,-1
445,Decision Scientist,"$91,614 /yr (est.)",Decision Scientist,3.9,The Walt Disney Company (Corporate),"Orlando, FL","Orlando, FL",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),-1
446,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.2,RAC Brands,"Draper, UT","Draper, UT",10000+ Employees,1986,Company - Public,Consumer Electronics & Appliances Stores,Retail & Wholesale,$2 to $5 billion (USD),-1
447,Data Scientist,-1,Data Scientist,5.0,Flipside Crypto,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
448,Data Scientist,"$115,000 /yr (est.)",Data Scientist,-1,"3G Federal Solutions, LLC",Remote,Remote,-1,-1,-1,-1,-1,-1,-1
449,Data Scientist,"$125,491 /yr (est.)",Data Scientist,3.5,National Security Agency,"Fort Meade, MD","Fort Meade, MD",-1,-1,-1,-1,-1,-1,-1
450,Data Scientist or Statistician,"$93,500 /yr (est.)",Data Scientist or Statistician,3.9,UT Southwestern Medical Center,Remote,Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),-1
451,Jr. Data Scientist,"$72,500 /yr (est.)",Jr. Data Scientist,-1,Net2Aspire,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
452,Junior Data Scientist,"$57,500 /yr (est.)",Junior Data Scientist,4.3,Augray,"Brookfield, WI","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
453,"Data Scientist, Personalization","$112,574 /yr (est.)","Data Scientist, Personalization",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
454,Junior Data Scientist,"$100,000 /yr (est.)",Junior Data Scientist,-1,Talentheed Inc,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
455,Data Scientist (Junior),"$100,000 /yr (est.)",Data Scientist (Junior),1.4,BDSA,"Louisville, CO","Louisville, CO",-1,-1,-1,-1,-1,-1,-1
456,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.7,Acima,"Draper, UT","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1
457,"Senior or Staff Data Scientist, Spotify Advertising","$144,096 /yr (est.)","Senior or Staff Data Scientist, Spotify Advertising",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
458,decision scientist (multiple openings) - Remote,"$77,487 /yr (est.)",decision scientist (multiple openings) - Remote,3.8,Starbucks,"Seattle, WA","Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),-1
459,(Junior / Senior) Data Scientist - Sports Analytics,"$112,500 /yr (est.)",(Junior / Senior) Data Scientist - Sports Analytics,-1,Zelus Analytics,"Austin, TX","Austin, TX",-1,-1,-1,-1,-1,-1,-1
460,Sports Data Scientist,-1,Sports Data Scientist,-1,MOORvision,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
461,Data Scientist (Remote),"$154,000 /yr (est.)",Data Scientist (Remote),3.5,Yelp,Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
462,Student Employee - Data Science,"$83,007 /yr (est.)",Student Employee - Data Science,5.0,Electric Power Research Institute,"Charlotte, NC","Charlotte, NC",-1,-1,-1,-1,-1,-1,-1
463,Data Scientist (Entry Level),"$79,054 /yr (est.)",Data Scientist (Entry Level),4.4,Revenue Analytics,"Atlanta, GA","Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
464,Data Science & Analytics,"$97,146 /yr (est.)",Data Science & Analytics,5.0,Digital Trike,"South Jordan, UT","South Jordan, UT",-1,-1,-1,-1,-1,-1,-1
465,Data Science Associate (Remote),"$59,834 /yr (est.)",Data Science Associate (Remote),5.0,pulseData,"New York, NY","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
466,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
467,Data Scientist,"$99,885 /yr (est.)",Data Scientist,2.2,Source Enterprises,"New York, NY","New York, NY",-1,-1,-1,-1,-1,-1,-1
468,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1
469,Data Scientist,"$111,264 /yr (est.)",Data Scientist,3.0,CVS Health,"New York, NY","New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1
470,Data Scientist II - 100% Remote,"$123,648 /yr (est.)",Data Scientist II - 100% Remote,4.2,Radian,Maryland,Maryland,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
471,Associate Data Scientist,"$108,513 /yr (est.)",Associate Data Scientist,3.8,T. Rowe Price,"New York, NY","New York, NY",5001 to 10000 Employees,1937,Company - Public,Investment & Asset Management,Financial Services,$2 to $5 billion (USD),-1
472,Data Scientist,"$119,232 /yr (est.)",Data Scientist,4.1,Nike,"New York, NY","New York, NY",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1
473,Web3 Wallet Data Scientist,$70.00 /hr (est.),Web3 Wallet Data Scientist,4.2,Layer3,Remote,Remote,51 to 200 Employees,2005,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1
474,Jr. Data Scientist,"$131,020 /yr (est.)",Jr. Data Scientist,5.0,Aroopa,"San Francisco, CA","San Francisco, CA",-1,-1,-1,-1,-1,-1,-1
475,Data Scientist,"$115,000 /yr (est.)",Data Scientist,-1,"3G Federal Solutions, LLC",Remote,Remote,-1,-1,-1,-1,-1,-1,-1
476,Data Scientist,-1,Data Scientist,5.0,Flipside Crypto,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
477,Decision Scientist,"$91,614 /yr (est.)",Decision Scientist,3.9,The Walt Disney Company (Corporate),"Orlando, FL","Orlando, FL",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),-1
478,Data Scientist,$75.00 /hr (est.),Data Scientist,-1,Mint-Technologies,"Richmond, VA","Richmond, VA",-1,-1,-1,-1,-1,-1,-1
479,Data Scientist,"$125,491 /yr (est.)",Data Scientist,3.5,National Security Agency,"Fort Meade, MD","Fort Meade, MD",-1,-1,-1,-1,-1,-1,-1
480,Data Scientist or Statistician,"$93,500 /yr (est.)",Data Scientist or Statistician,3.9,UT Southwestern Medical Center,Remote,Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),-1
481,Jr. Data Scientist,"$72,500 /yr (est.)",Jr. Data Scientist,-1,Net2Aspire,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
482,Data Scientist (Junior),"$100,000 /yr (est.)",Data Scientist (Junior),1.4,BDSA,"Louisville, CO","Louisville, CO",-1,-1,-1,-1,-1,-1,-1
483,Junior Data Scientist,"$100,000 /yr (est.)",Junior Data Scientist,-1,Talentheed Inc,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
484,"Data Scientist, Personalization","$112,574 /yr (est.)","Data Scientist, Personalization",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
485,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.7,Acima,"Draper, UT","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1
486,Junior Data Scientist,"$57,500 /yr (est.)",Junior Data Scientist,4.3,Augray,"Brookfield, WI","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
487,"Senior or Staff Data Scientist, Spotify Advertising","$144,096 /yr (est.)","Senior or Staff Data Scientist, Spotify Advertising",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
488,decision scientist (multiple openings) - Remote,"$77,487 /yr (est.)",decision scientist (multiple openings) - Remote,3.8,Starbucks,"Seattle, WA","Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),-1
489,(Junior / Senior) Data Scientist - Sports Analytics,"$112,500 /yr (est.)",(Junior / Senior) Data Scientist - Sports Analytics,-1,Zelus Analytics,"Austin, TX","Austin, TX",-1,-1,-1,-1,-1,-1,-1
490,Sports Data Scientist,-1,Sports Data Scientist,-1,MOORvision,Remote,Remote,-1,-1,-1,-1,-1,-1,-1
491,Data Scientist (Remote),"$154,000 /yr (est.)",Data Scientist (Remote),3.5,Yelp,Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1
492,Student Employee - Data Science,"$83,007 /yr (est.)",Student Employee - Data Science,5.0,Electric Power Research Institute,"Charlotte, NC","Charlotte, NC",-1,-1,-1,-1,-1,-1,-1
493,Data Science Associate (Remote),"$59,834 /yr (est.)",Data Science Associate (Remote),5.0,pulseData,"New York, NY","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1
494,Data Scientist (Entry Level),"$79,054 /yr (est.)",Data Scientist (Entry Level),4.4,Revenue Analytics,"Atlanta, GA","Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
495,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1
496,Data Science & Analytics,"$97,146 /yr (est.)",Data Science & Analytics,5.0,Digital Trike,"South Jordan, UT","South Jordan, UT",-1,-1,-1,-1,-1,-1,-1
497,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1
498,Data Scientist,"$99,885 /yr (est.)",Data Scientist,2.2,Source Enterprises,"New York, NY","New York, NY",-1,-1,-1,-1,-1,-1,-1
499,Data Scientist,"$111,264 /yr (est.)",Data Scientist,3.0,CVS Health,"New York, NY","New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1
