,Unnamed: 0,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,yearly,Salary,age,state
362,362,Junior Data Scientist,"$100,000 /yr (est.)",Junior Data Scientist,-1.0,Talentheed Inc,Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"100,000 ",-1,Remote
363,363,Data Scientist (Junior),"$100,000 /yr (est.)",Data Scientist (Junior),1.4,BDSA,"Louisville, CO","Louisville, CO",-1,-1,-1,-1,-1,-1,-1,0,1,"100,000 ",-1, CO
364,364,"Data Scientist, Personalization","$112,574 /yr (est.)","Data Scientist, Personalization",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"112,574 ",16, NY
365,365,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.7,Acima,"Draper, UT","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,0,1,"80,000 ",9, UT
366,366,Junior Data Scientist,"$57,500 /yr (est.)",Junior Data Scientist,4.3,Augray,"Brookfield, WI","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"57,500 ",8, WI
367,367,"Senior or Staff Data Scientist, Spotify Advertising","$144,096 /yr (est.)","Senior or Staff Data Scientist, Spotify Advertising",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"144,096 ",16, NY
368,368,(Junior / Senior) Data Scientist - Sports Analytics,"$112,500 /yr (est.)",(Junior / Senior) Data Scientist - Sports Analytics,-1.0,Zelus Analytics,"Austin, TX","Austin, TX",-1,-1,-1,-1,-1,-1,-1,0,1,"112,500 ",-1, TX
369,369,Data Scientist (Entry Level),"$79,054 /yr (est.)",Data Scientist (Entry Level),4.4,Revenue Analytics,"Atlanta, GA","Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,0,1,"79,054 ",17, GA
370,370,Data Science & Analytics,"$97,146 /yr (est.)",Data Science & Analytics,5.0,Digital Trike,"South Jordan, UT","South Jordan, UT",-1,-1,-1,-1,-1,-1,-1,0,1,"97,146 ",-1, UT
372,372,Associate Data Scientist,"$108,513 /yr (est.)",Associate Data Scientist,3.8,T. Rowe Price,"New York, NY","New York, NY",5001 to 10000 Employees,1937,Company - Public,Investment & Asset Management,Financial Services,$2 to $5 billion (USD),-1,0,1,"108,513 ",85, NY
374,374,Data Science Associate (Remote),"$59,834 /yr (est.)",Data Science Associate (Remote),5.0,pulseData,"New York, NY","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,0,1,"59,834 ",7, NY
375,375,decision scientist (multiple openings) - Remote,"$77,487 /yr (est.)",decision scientist (multiple openings) - Remote,3.8,Starbucks,"Seattle, WA","Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),-1,0,1,"77,487 ",51, WA
376,376,Data Scientist,"$99,885 /yr (est.)",Data Scientist,2.2,Source Enterprises,"New York, NY","New York, NY",-1,-1,-1,-1,-1,-1,-1,0,1,"99,885 ",-1, NY
377,377,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,1,"124,750 ",110,Remote
378,378,Data Scientist,$75.00 /hr (est.),Data Scientist,-1.0,Mint-Technologies,"Richmond, VA","Richmond, VA",-1,-1,-1,-1,-1,-1,-1,1,0,75.00 ,-1, VA
379,379,Web3 Wallet Data Scientist,$70.00 /hr (est.),Web3 Wallet Data Scientist,4.2,Layer3,Remote,Remote,51 to 200 Employees,2005,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1,1,0,70.00 ,17,Remote
380,380,Data Scientist,"$115,000 /yr (est.)",Data Scientist,-1.0,"3G Federal Solutions, LLC",Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"115,000 ",-1,Remote
382,382,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,1,"112,500 ",46, IN
383,383,Decision Scientist,"$91,614 /yr (est.)",Decision Scientist,3.9,The Walt Disney Company (Corporate),"Orlando, FL","Orlando, FL",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),-1,0,1,"91,614 ",99, FL
384,384,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.2,RAC Brands,"Draper, UT","Draper, UT",10000+ Employees,1986,Company - Public,Consumer Electronics & Appliances Stores,Retail & Wholesale,$2 to $5 billion (USD),-1,0,1,"80,000 ",36, UT
385,385,Jr. Data Scientist,"$131,020 /yr (est.)",Jr. Data Scientist,5.0,Aroopa,"San Francisco, CA","San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,0,1,"131,020 ",-1, CA
386,386,Student Employee - Data Science,"$83,007 /yr (est.)",Student Employee - Data Science,5.0,Electric Power Research Institute,"Charlotte, NC","Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,0,1,"83,007 ",-1, NC
387,387,Data Scientist,"$119,232 /yr (est.)",Data Scientist,4.1,Nike,"New York, NY","New York, NY",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1,0,1,"119,232 ",50, NY
389,389,Associate Data Scientist,"$110,000 /yr (est.)",Associate Data Scientist,3.8,Home Depot / THD,"Atlanta, GA","Atlanta, GA",10000+ Employees,1978,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$10+ billion (USD),-1,0,1,"110,000 ",44, GA
390,390,Data Scientist or Statistician,"$93,500 /yr (est.)",Data Scientist or Statistician,3.9,UT Southwestern Medical Center,Remote,Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),-1,0,1,"93,500 ",79,Remote
391,391,Jr. Data Scientist,"$72,500 /yr (est.)",Jr. Data Scientist,-1.0,Net2Aspire,Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"72,500 ",-1,Remote
392,392,Junior Data Scientist,"$100,000 /yr (est.)",Junior Data Scientist,-1.0,Talentheed Inc,Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"100,000 ",-1,Remote
393,393,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.7,Acima,"Draper, UT","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,0,1,"80,000 ",9, UT
394,394,"Data Scientist, Personalization","$112,574 /yr (est.)","Data Scientist, Personalization",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"112,574 ",16, NY
395,395,Data Scientist (Junior),"$100,000 /yr (est.)",Data Scientist (Junior),1.4,BDSA,"Louisville, CO","Louisville, CO",-1,-1,-1,-1,-1,-1,-1,0,1,"100,000 ",-1, CO
396,396,Junior Data Scientist,"$57,500 /yr (est.)",Junior Data Scientist,4.3,Augray,"Brookfield, WI","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"57,500 ",8, WI
397,397,Data Scientist (Entry Level),"$79,054 /yr (est.)",Data Scientist (Entry Level),4.4,Revenue Analytics,"Atlanta, GA","Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,0,1,"79,054 ",17, GA
399,399,(Junior / Senior) Data Scientist - Sports Analytics,"$112,500 /yr (est.)",(Junior / Senior) Data Scientist - Sports Analytics,-1.0,Zelus Analytics,"Austin, TX","Austin, TX",-1,-1,-1,-1,-1,-1,-1,0,1,"112,500 ",-1, TX
400,400,Data Science & Analytics,"$97,146 /yr (est.)",Data Science & Analytics,5.0,Digital Trike,"South Jordan, UT","South Jordan, UT",-1,-1,-1,-1,-1,-1,-1,0,1,"97,146 ",-1, UT
401,401,"Senior or Staff Data Scientist, Spotify Advertising","$144,096 /yr (est.)","Senior or Staff Data Scientist, Spotify Advertising",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"144,096 ",16, NY
402,402,Student Employee - Data Science,"$83,007 /yr (est.)",Student Employee - Data Science,5.0,Electric Power Research Institute,"Charlotte, NC","Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,0,1,"83,007 ",-1, NC
403,403,Data Scientist (Remote),"$154,000 /yr (est.)",Data Scientist (Remote),3.5,Yelp,Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1,0,1,"154,000 ",18,Remote
404,404,Data Scientist,"$99,885 /yr (est.)",Data Scientist,2.2,Source Enterprises,"New York, NY","New York, NY",-1,-1,-1,-1,-1,-1,-1,0,1,"99,885 ",-1, NY
405,405,Data Science Associate (Remote),"$59,834 /yr (est.)",Data Science Associate (Remote),5.0,pulseData,"New York, NY","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,0,1,"59,834 ",7, NY
406,406,decision scientist (multiple openings) - Remote,"$77,487 /yr (est.)",decision scientist (multiple openings) - Remote,3.8,Starbucks,"Seattle, WA","Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),-1,0,1,"77,487 ",51, WA
407,407,Associate Data Scientist,"$108,513 /yr (est.)",Associate Data Scientist,3.8,T. Rowe Price,"New York, NY","New York, NY",5001 to 10000 Employees,1937,Company - Public,Investment & Asset Management,Financial Services,$2 to $5 billion (USD),-1,0,1,"108,513 ",85, NY
408,408,Web3 Wallet Data Scientist,$70.00 /hr (est.),Web3 Wallet Data Scientist,4.2,Layer3,Remote,Remote,51 to 200 Employees,2005,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1,1,0,70.00 ,17,Remote
409,409,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,1,"124,750 ",110,Remote
410,410,Data Scientist,"$119,232 /yr (est.)",Data Scientist,4.1,Nike,"New York, NY","New York, NY",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1,0,1,"119,232 ",50, NY
411,411,Data Scientist,"$111,264 /yr (est.)",Data Scientist,3.0,CVS Health,"New York, NY","New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1,0,1,"111,264 ",59, NY
413,413,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.2,RAC Brands,"Draper, UT","Draper, UT",10000+ Employees,1986,Company - Public,Consumer Electronics & Appliances Stores,Retail & Wholesale,$2 to $5 billion (USD),-1,0,1,"80,000 ",36, UT
415,415,Data Scientist,"$115,000 /yr (est.)",Data Scientist,-1.0,"3G Federal Solutions, LLC",Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"115,000 ",-1,Remote
416,416,Jr. Data Scientist,"$131,020 /yr (est.)",Jr. Data Scientist,5.0,Aroopa,"San Francisco, CA","San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,0,1,"131,020 ",-1, CA
417,417,Data Scientist,$75.00 /hr (est.),Data Scientist,-1.0,Mint-Technologies,"Richmond, VA","Richmond, VA",-1,-1,-1,-1,-1,-1,-1,1,0,75.00 ,-1, VA
418,418,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,1,"112,500 ",46, IN
419,419,Decision Scientist,"$91,614 /yr (est.)",Decision Scientist,3.9,The Walt Disney Company (Corporate),"Orlando, FL","Orlando, FL",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),-1,0,1,"91,614 ",99, FL
420,420,Data Scientist or Statistician,"$93,500 /yr (est.)",Data Scientist or Statistician,3.9,UT Southwestern Medical Center,Remote,Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),-1,0,1,"93,500 ",79,Remote
421,421,Jr. Data Scientist,"$72,500 /yr (est.)",Jr. Data Scientist,-1.0,Net2Aspire,Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"72,500 ",-1,Remote
422,422,Junior Data Scientist,"$100,000 /yr (est.)",Junior Data Scientist,-1.0,Talentheed Inc,Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"100,000 ",-1,Remote
423,423,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.7,Acima,"Draper, UT","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,0,1,"80,000 ",9, UT
424,424,"Data Scientist, Personalization","$112,574 /yr (est.)","Data Scientist, Personalization",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"112,574 ",16, NY
425,425,Data Scientist (Junior),"$100,000 /yr (est.)",Data Scientist (Junior),1.4,BDSA,"Louisville, CO","Louisville, CO",-1,-1,-1,-1,-1,-1,-1,0,1,"100,000 ",-1, CO
426,426,Junior Data Scientist,"$57,500 /yr (est.)",Junior Data Scientist,4.3,Augray,"Brookfield, WI","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"57,500 ",8, WI
428,428,Data Science & Analytics,"$97,146 /yr (est.)",Data Science & Analytics,5.0,Digital Trike,"South Jordan, UT","South Jordan, UT",-1,-1,-1,-1,-1,-1,-1,0,1,"97,146 ",-1, UT
429,429,(Junior / Senior) Data Scientist - Sports Analytics,"$112,500 /yr (est.)",(Junior / Senior) Data Scientist - Sports Analytics,-1.0,Zelus Analytics,"Austin, TX","Austin, TX",-1,-1,-1,-1,-1,-1,-1,0,1,"112,500 ",-1, TX
430,430,Student Employee - Data Science,"$83,007 /yr (est.)",Student Employee - Data Science,5.0,Electric Power Research Institute,"Charlotte, NC","Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,0,1,"83,007 ",-1, NC
431,431,"Senior or Staff Data Scientist, Spotify Advertising","$144,096 /yr (est.)","Senior or Staff Data Scientist, Spotify Advertising",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"144,096 ",16, NY
432,432,Data Scientist (Entry Level),"$79,054 /yr (est.)",Data Scientist (Entry Level),4.4,Revenue Analytics,"Atlanta, GA","Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,0,1,"79,054 ",17, GA
433,433,Data Scientist (Remote),"$154,000 /yr (est.)",Data Scientist (Remote),3.5,Yelp,Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1,0,1,"154,000 ",18,Remote
434,434,decision scientist (multiple openings) - Remote,"$77,487 /yr (est.)",decision scientist (multiple openings) - Remote,3.8,Starbucks,"Seattle, WA","Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),-1,0,1,"77,487 ",51, WA
435,435,Data Science Associate (Remote),"$59,834 /yr (est.)",Data Science Associate (Remote),5.0,pulseData,"New York, NY","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,0,1,"59,834 ",7, NY
436,436,Web3 Wallet Data Scientist,$70.00 /hr (est.),Web3 Wallet Data Scientist,4.2,Layer3,Remote,Remote,51 to 200 Employees,2005,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1,1,0,70.00 ,17,Remote
437,437,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,1,"124,750 ",110,Remote
438,438,Associate Data Scientist,"$108,513 /yr (est.)",Associate Data Scientist,3.8,T. Rowe Price,"New York, NY","New York, NY",5001 to 10000 Employees,1937,Company - Public,Investment & Asset Management,Financial Services,$2 to $5 billion (USD),-1,0,1,"108,513 ",85, NY
439,439,Data Scientist,"$99,885 /yr (est.)",Data Scientist,2.2,Source Enterprises,"New York, NY","New York, NY",-1,-1,-1,-1,-1,-1,-1,0,1,"99,885 ",-1, NY
440,440,Data Scientist,"$119,232 /yr (est.)",Data Scientist,4.1,Nike,"New York, NY","New York, NY",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1,0,1,"119,232 ",50, NY
441,441,Data Scientist,"$111,264 /yr (est.)",Data Scientist,3.0,CVS Health,"New York, NY","New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1,0,1,"111,264 ",59, NY
442,442,Jr. Data Scientist,"$131,020 /yr (est.)",Jr. Data Scientist,5.0,Aroopa,"San Francisco, CA","San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,0,1,"131,020 ",-1, CA
443,443,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,1,"112,500 ",46, IN
445,445,Decision Scientist,"$91,614 /yr (est.)",Decision Scientist,3.9,The Walt Disney Company (Corporate),"Orlando, FL","Orlando, FL",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),-1,0,1,"91,614 ",99, FL
446,446,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.2,RAC Brands,"Draper, UT","Draper, UT",10000+ Employees,1986,Company - Public,Consumer Electronics & Appliances Stores,Retail & Wholesale,$2 to $5 billion (USD),-1,0,1,"80,000 ",36, UT
448,448,Data Scientist,"$115,000 /yr (est.)",Data Scientist,-1.0,"3G Federal Solutions, LLC",Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"115,000 ",-1,Remote
449,449,Data Scientist,"$125,491 /yr (est.)",Data Scientist,3.5,National Security Agency,"Fort Meade, MD","Fort Meade, MD",-1,-1,-1,-1,-1,-1,-1,0,1,"125,491 ",-1, MD
450,450,Data Scientist or Statistician,"$93,500 /yr (est.)",Data Scientist or Statistician,3.9,UT Southwestern Medical Center,Remote,Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),-1,0,1,"93,500 ",79,Remote
451,451,Jr. Data Scientist,"$72,500 /yr (est.)",Jr. Data Scientist,-1.0,Net2Aspire,Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"72,500 ",-1,Remote
452,452,Junior Data Scientist,"$57,500 /yr (est.)",Junior Data Scientist,4.3,Augray,"Brookfield, WI","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"57,500 ",8, WI
453,453,"Data Scientist, Personalization","$112,574 /yr (est.)","Data Scientist, Personalization",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"112,574 ",16, NY
454,454,Junior Data Scientist,"$100,000 /yr (est.)",Junior Data Scientist,-1.0,Talentheed Inc,Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"100,000 ",-1,Remote
455,455,Data Scientist (Junior),"$100,000 /yr (est.)",Data Scientist (Junior),1.4,BDSA,"Louisville, CO","Louisville, CO",-1,-1,-1,-1,-1,-1,-1,0,1,"100,000 ",-1, CO
456,456,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.7,Acima,"Draper, UT","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,0,1,"80,000 ",9, UT
457,457,"Senior or Staff Data Scientist, Spotify Advertising","$144,096 /yr (est.)","Senior or Staff Data Scientist, Spotify Advertising",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"144,096 ",16, NY
458,458,decision scientist (multiple openings) - Remote,"$77,487 /yr (est.)",decision scientist (multiple openings) - Remote,3.8,Starbucks,"Seattle, WA","Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),-1,0,1,"77,487 ",51, WA
459,459,(Junior / Senior) Data Scientist - Sports Analytics,"$112,500 /yr (est.)",(Junior / Senior) Data Scientist - Sports Analytics,-1.0,Zelus Analytics,"Austin, TX","Austin, TX",-1,-1,-1,-1,-1,-1,-1,0,1,"112,500 ",-1, TX
461,461,Data Scientist (Remote),"$154,000 /yr (est.)",Data Scientist (Remote),3.5,Yelp,Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1,0,1,"154,000 ",18,Remote
462,462,Student Employee - Data Science,"$83,007 /yr (est.)",Student Employee - Data Science,5.0,Electric Power Research Institute,"Charlotte, NC","Charlotte, NC",-1,-1,-1,-1,-1,-1,-1,0,1,"83,007 ",-1, NC
463,463,Data Scientist (Entry Level),"$79,054 /yr (est.)",Data Scientist (Entry Level),4.4,Revenue Analytics,"Atlanta, GA","Atlanta, GA",51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,0,1,"79,054 ",17, GA
464,464,Data Science & Analytics,"$97,146 /yr (est.)",Data Science & Analytics,5.0,Digital Trike,"South Jordan, UT","South Jordan, UT",-1,-1,-1,-1,-1,-1,-1,0,1,"97,146 ",-1, UT
465,465,Data Science Associate (Remote),"$59,834 /yr (est.)",Data Science Associate (Remote),5.0,pulseData,"New York, NY","New York, NY",1 to 50 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,0,1,"59,834 ",7, NY
466,466,Data Scientist,"$124,750 /yr (est.)",Data Scientist,3.9,Liberty Mutual Insurance,Remote,Remote,10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,1,"124,750 ",110,Remote
467,467,Data Scientist,"$99,885 /yr (est.)",Data Scientist,2.2,Source Enterprises,"New York, NY","New York, NY",-1,-1,-1,-1,-1,-1,-1,0,1,"99,885 ",-1, NY
468,468,Data Scientist - (Remote),"$112,500 /yr (est.)",Data Scientist - (Remote),4.3,Genentech,"Indianapolis, IN","Indianapolis, IN",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,1,"112,500 ",46, IN
469,469,Data Scientist,"$111,264 /yr (est.)",Data Scientist,3.0,CVS Health,"New York, NY","New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1,0,1,"111,264 ",59, NY
470,470,Data Scientist II - 100% Remote,"$123,648 /yr (est.)",Data Scientist II - 100% Remote,4.2,Radian,Maryland,Maryland,1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,1,"123,648 ",45,Maryland
471,471,Associate Data Scientist,"$108,513 /yr (est.)",Associate Data Scientist,3.8,T. Rowe Price,"New York, NY","New York, NY",5001 to 10000 Employees,1937,Company - Public,Investment & Asset Management,Financial Services,$2 to $5 billion (USD),-1,0,1,"108,513 ",85, NY
472,472,Data Scientist,"$119,232 /yr (est.)",Data Scientist,4.1,Nike,"New York, NY","New York, NY",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),-1,0,1,"119,232 ",50, NY
473,473,Web3 Wallet Data Scientist,$70.00 /hr (est.),Web3 Wallet Data Scientist,4.2,Layer3,Remote,Remote,51 to 200 Employees,2005,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,-1,1,0,70.00 ,17,Remote
474,474,Jr. Data Scientist,"$131,020 /yr (est.)",Jr. Data Scientist,5.0,Aroopa,"San Francisco, CA","San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,0,1,"131,020 ",-1, CA
475,475,Data Scientist,"$115,000 /yr (est.)",Data Scientist,-1.0,"3G Federal Solutions, LLC",Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"115,000 ",-1,Remote
477,477,Decision Scientist,"$91,614 /yr (est.)",Decision Scientist,3.9,The Walt Disney Company (Corporate),"Orlando, FL","Orlando, FL",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),-1,0,1,"91,614 ",99, FL
478,478,Data Scientist,$75.00 /hr (est.),Data Scientist,-1.0,Mint-Technologies,"Richmond, VA","Richmond, VA",-1,-1,-1,-1,-1,-1,-1,1,0,75.00 ,-1, VA
479,479,Data Scientist,"$125,491 /yr (est.)",Data Scientist,3.5,National Security Agency,"Fort Meade, MD","Fort Meade, MD",-1,-1,-1,-1,-1,-1,-1,0,1,"125,491 ",-1, MD
480,480,Data Scientist or Statistician,"$93,500 /yr (est.)",Data Scientist or Statistician,3.9,UT Southwestern Medical Center,Remote,Remote,10000+ Employees,1943,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),-1,0,1,"93,500 ",79,Remote
481,481,Jr. Data Scientist,"$72,500 /yr (est.)",Jr. Data Scientist,-1.0,Net2Aspire,Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"72,500 ",-1,Remote
482,482,Data Scientist (Junior),"$100,000 /yr (est.)",Data Scientist (Junior),1.4,BDSA,"Louisville, CO","Louisville, CO",-1,-1,-1,-1,-1,-1,-1,0,1,"100,000 ",-1, CO
483,483,Junior Data Scientist,"$100,000 /yr (est.)",Junior Data Scientist,-1.0,Talentheed Inc,Remote,Remote,-1,-1,-1,-1,-1,-1,-1,0,1,"100,000 ",-1,Remote
484,484,"Data Scientist, Personalization","$112,574 /yr (est.)","Data Scientist, Personalization",4.2,Spotify,"New York, NY","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,"112,574 ",16, NY
485,485,Junior Data Scientist,"$80,000 /yr (est.)",Junior Data Scientist,3.7,Acima,"Draper, UT","Draper, UT",501 to 1000 Employees,2013,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,0,1,"80,000 ",9, UT
